date,province,rainfall_mm,avg_temp_c
2024-11-16,North West,0.0,18.0
2024-11-17,North West,0.0,17.5
2024-11-18,North West,2.9,20.9
2024-11-19,North West,5.9,18.8
2024-11-20,North West,0.0,16.4
2024-11-21,North West,0.0,17.9
2024-11-22,North West,0.0,18.7
2024-11-23,North West,0.0,17.3
2024-11-24,North West,0.0,16.6
2024-11-25,North West,0.0,17.8
2024-11-26,North West,0.0,16.4
2024-11-27,North West,1.7,18.9
2024-11-28,North West,0.0,14.9
2024-11-29,North West,0.0,17.9
2024-11-30,North West,0.0,18.5
2024-12-01,North West,0.0,17.5
2024-12-02,North West,0.0,19.2
2024-12-03,North West,0.0,15.4
2024-12-04,North West,0.0,16.4
2024-12-05,North West,3.3,16.9
2024-12-06,North West,0.0,18.4
2024-12-07,North West,0.0,17.6
2024-12-08,North West,4.2,20.4
2024-12-09,North West,0.0,15.9
2024-12-10,North West,0.0,15.0
2024-12-11,North West,0.0,19.7
2024-12-12,North West,1.7,14.8
2024-12-13,North West,0.0,17.9
2024-12-14,North West,0.0,15.4
2024-12-15,North West,0.0,13.7
2024-12-16,North West,0.0,16.2
2024-12-17,North West,0.0,18.0
2024-12-18,North West,0.0,14.8
2024-12-19,North West,1.3,17.5
2024-12-20,North West,0.0,17.7
2024-12-21,North West,2.3,14.6
2024-12-22,North West,0.0,16.1
2024-12-23,North West,0.0,18.8
2024-12-24,North West,0.0,17.4
2024-12-25,North West,0.0,16.0
2024-12-26,North West,0.0,16.9
2024-12-27,North West,0.0,15.3
2024-12-28,North West,0.0,17.9
2024-12-29,North West,3.7,17.9
2024-12-30,North West,0.0,16.4
2024-12-31,North West,0.0,16.5
2025-01-01,North West,0.0,14.7
2025-01-02,North West,0.0,14.1
2025-01-03,North West,0.0,15.6
2025-01-04,North West,10.5,16.0
2025-01-05,North West,0.0,17.7
2025-01-06,North West,0.0,17.5
2025-01-07,North West,0.0,16.3
2025-01-08,North West,0.0,17.8
2025-01-09,North West,2.9,14.6
2025-01-10,North West,0.0,17.6
2025-01-11,North West,4.4,14.8
2025-01-12,North West,0.0,17.9
2025-01-13,North West,0.0,16.0
2025-01-14,North West,0.0,13.0
2025-01-15,North West,0.0,17.1
2025-01-16,North West,0.0,17.2
2025-01-17,North West,0.0,15.3
2025-01-18,North West,0.0,15.5
2025-01-19,North West,0.0,15.8
2025-01-20,North West,7.4,13.1
2025-01-21,North West,0.0,12.5
2025-01-22,North West,5.5,18.0
2025-01-23,North West,2.0,14.8
2025-01-24,North West,0.0,18.9
2025-01-25,North West,2.6,18.1
2025-01-26,North West,0.0,18.5
2025-01-27,North West,1.3,15.2
2025-01-28,North West,0.0,13.7
2025-01-29,North West,2.3,14.5
2025-01-30,North West,1.2,15.5
2025-01-31,North West,0.0,12.7
2025-02-01,North West,1.5,15.5
2025-02-02,North West,2.6,16.0
2025-02-03,North West,4.1,14.4
2025-02-04,North West,0.0,14.8
2025-02-05,North West,2.3,16.1
2025-02-06,North West,0.0,17.0
2025-02-07,North West,0.0,15.1
2025-02-08,North West,0.0,16.9
2025-02-09,North West,0.0,16.8
2025-02-10,North West,0.0,16.7
2025-02-11,North West,0.0,15.7
2025-02-12,North West,0.0,14.7
2025-02-13,North West,0.0,19.3
2025-02-14,North West,3.5,17.7
2025-02-15,North West,0.0,18.3
2025-02-16,North West,0.0,16.8
2025-02-17,North West,0.0,16.7
2025-02-18,North West,0.0,17.7
2025-02-19,North West,0.0,14.3
2025-02-20,North West,0.0,15.4
2025-02-21,North West,0.0,16.0
2025-02-22,North West,0.0,16.6
2025-02-23,North West,0.0,16.0
2025-02-24,North West,0.0,17.9
2025-02-25,North West,0.0,17.6
2025-02-26,North West,0.0,19.6
2025-02-27,North West,0.0,21.3
2025-02-28,North West,0.0,15.7
2025-03-01,North West,0.0,17.9
2025-03-02,North West,0.0,18.0
2025-03-03,North West,0.0,17.8
2025-03-04,North West,0.0,16.3
2025-03-05,North West,0.0,16.6
2025-03-06,North West,0.0,18.4
2025-03-07,North West,0.0,16.7
2025-03-08,North West,0.0,18.5
2025-03-09,North West,0.0,18.0
2025-03-10,North West,0.0,18.6
2025-03-11,North West,1.4,17.1
2025-03-12,North West,0.0,18.8
2025-03-13,North West,0.0,17.3
2025-03-14,North West,0.0,19.0
2025-03-15,North West,0.0,20.8
2025-03-16,North West,0.0,19.3
2025-03-17,North West,0.0,19.5
2025-03-18,North West,0.0,20.3
2025-03-19,North West,1.0,17.1
2025-03-20,North West,0.0,21.9
2025-03-21,North West,0.0,17.8
2025-03-22,North West,0.0,20.8
2025-03-23,North West,2.1,20.7
2025-03-24,North West,0.0,18.3
2025-03-25,North West,0.0,21.3
2025-03-26,North West,0.0,20.6
2025-03-27,North West,0.0,22.8
2025-03-28,North West,0.0,20.3
2025-03-29,North West,0.0,20.0
2025-03-30,North West,0.0,19.5
2025-03-31,North West,0.0,17.7
2025-04-01,North West,0.0,20.0
2025-04-02,North West,0.0,20.1
2025-04-03,North West,0.0,21.0
2025-04-04,North West,0.0,18.6
2025-04-05,North West,0.0,20.5
2025-04-06,North West,0.0,21.8
2025-04-07,North West,0.0,22.1
2025-04-08,North West,0.0,18.4
2025-04-09,North West,0.0,22.3
2025-04-10,North West,0.0,21.0
2025-04-11,North West,0.0,21.2
2025-04-12,North West,0.0,18.0
2025-04-13,North West,0.0,23.9
2025-04-14,North West,0.0,22.0
2025-04-15,North West,0.0,19.6
2025-04-16,North West,0.0,22.5
2025-04-17,North West,0.0,22.6
2025-04-18,North West,0.0,24.0
2025-04-19,North West,0.0,21.8
2025-04-20,North West,0.0,22.4
2025-04-21,North West,0.0,21.5
2025-04-22,North West,0.0,23.5
2025-04-23,North West,0.0,21.5
2025-04-24,North West,0.0,21.5
2025-04-25,North West,0.0,22.8
2025-04-26,North West,0.0,21.2
2025-04-27,North West,1.9,25.5
2025-04-28,North West,0.0,26.1
2025-04-29,North West,0.0,22.6
2025-04-30,North West,0.0,21.3
2025-05-01,North West,0.0,24.0
2025-05-02,North West,0.0,22.9
2025-05-03,North West,0.0,25.5
2025-05-04,North West,0.0,22.6
2025-05-05,North West,0.0,24.7
2025-05-06,North West,1.4,24.2
2025-05-07,North West,0.0,23.1
2025-05-08,North West,0.0,24.6
2025-05-09,North West,0.0,25.6
2025-05-10,North West,0.0,24.5
2025-05-11,North West,0.0,24.6
2025-05-12,North West,0.0,23.3
2025-05-13,North West,0.0,26.4
2025-05-14,North West,0.0,26.3
2025-05-15,North West,0.0,24.2
2025-05-16,North West,0.0,24.8
2025-05-17,North West,0.0,27.2
2025-05-18,North West,0.0,23.4
2025-05-19,North West,0.0,26.1
2025-05-20,North West,0.0,24.5
2025-05-21,North West,0.0,28.0
2025-05-22,North West,0.0,25.6
2025-05-23,North West,0.0,27.4
2025-05-24,North West,0.0,24.5
2025-05-25,North West,0.0,23.8
2025-05-26,North West,0.0,25.4
2025-05-27,North West,0.0,26.3
2025-05-28,North West,0.0,25.2
2025-05-29,North West,0.0,27.2
2025-05-30,North West,0.0,25.8
2025-05-31,North West,0.0,23.1
2025-06-01,North West,0.0,27.1
2025-06-02,North West,0.0,25.0
2025-06-03,North West,0.0,25.9
2025-06-04,North West,0.0,28.8
2025-06-05,North West,0.0,29.2
2025-06-06,North West,0.0,25.7
2025-06-07,North West,0.0,27.5
2025-06-08,North West,0.0,25.9
2025-06-09,North West,0.0,26.4
2025-06-10,North West,0.0,25.9
2025-06-11,North West,0.0,24.3
2025-06-12,North West,0.0,27.1
2025-06-13,North West,0.0,27.5
2025-06-14,North West,0.0,26.1
2025-06-15,North West,0.0,28.8
2025-06-16,North West,0.0,26.5
2025-06-17,North West,0.0,26.3
2025-06-18,North West,0.0,28.1
2025-06-19,North West,0.0,25.0
2025-06-20,North West,0.0,28.7
2025-06-21,North West,0.0,26.8
2025-06-22,North West,0.0,29.0
2025-06-23,North West,0.0,29.4
2025-06-24,North West,0.0,28.5
2025-06-25,North West,0.0,26.4
2025-06-26,North West,0.0,25.8
2025-06-27,North West,0.0,25.5
2025-06-28,North West,0.0,29.4
2025-06-29,North West,0.0,27.5
2025-06-30,North West,0.0,26.9
2025-07-01,North West,0.0,27.6
2025-07-02,North West,0.0,29.4
2025-07-03,North West,0.0,29.0
2025-07-04,North West,0.0,28.5
2025-07-05,North West,0.0,28.8
2025-07-06,North West,0.0,28.2
2025-07-07,North West,0.0,28.4
2025-07-08,North West,0.0,28.3
2025-07-09,North West,0.0,27.9
2025-07-10,North West,0.0,29.1
2025-07-11,North West,0.0,28.5
2025-07-12,North West,0.0,26.7
2025-07-13,North West,0.0,28.8
2025-07-14,North West,0.0,28.4
2025-07-15,North West,0.0,28.9
2025-07-16,North West,0.0,27.8
2025-07-17,North West,0.0,29.2
2025-07-18,North West,0.0,27.9
2025-07-19,North West,0.0,29.1
2025-07-20,North West,0.0,27.3
2025-07-21,North West,0.0,27.4
2025-07-22,North West,0.0,28.9
2025-07-23,North West,0.0,27.5
2025-07-24,North West,0.0,31.3
2025-07-25,North West,0.0,28.8
2025-07-26,North West,0.0,28.0
2025-07-27,North West,0.0,29.1
2025-07-28,North West,0.0,27.2
2025-07-29,North West,0.0,29.2
2025-07-30,North West,0.0,29.2
2025-07-31,North West,0.0,29.7
2025-08-01,North West,0.0,27.1
2025-08-02,North West,0.0,25.9
2025-08-03,North West,0.0,26.8
2025-08-04,North West,0.0,27.3
2025-08-05,North West,0.0,30.2
2025-08-06,North West,0.0,30.9
2025-08-07,North West,0.0,28.1
2025-08-08,North West,0.0,27.6
2025-08-09,North West,0.0,27.0
2025-08-10,North West,0.0,28.7
2025-08-11,North West,0.0,30.7
2025-08-12,North West,0.0,30.1
2025-08-13,North West,0.0,29.0
2025-08-14,North West,0.0,29.0
2025-08-15,North West,0.0,28.5
2025-08-16,North West,0.0,27.1
2025-08-17,North West,0.0,26.0
2025-08-18,North West,0.0,27.1
2025-08-19,North West,0.0,27.7
2025-08-20,North West,0.0,24.8
2025-08-21,North West,0.0,26.7
2025-08-22,North West,0.0,25.6
2025-08-23,North West,0.0,28.3
2025-08-24,North West,0.0,25.9
2025-08-25,North West,0.0,27.2
2025-08-26,North West,0.0,25.5
2025-08-27,North West,0.0,28.9
2025-08-28,North West,0.0,23.9
2025-08-29,North West,0.0,27.1
2025-08-30,North West,0.0,24.4
2025-08-31,North West,0.0,25.5
2025-09-01,North West,0.0,26.5
2025-09-02,North West,0.0,26.5
2025-09-03,North West,0.0,26.4
2025-09-04,North West,0.0,26.2
2025-09-05,North West,0.0,24.9
2025-09-06,North West,0.0,25.5
2025-09-07,North West,0.0,25.8
2025-09-08,North West,0.0,25.9
2025-09-09,North West,0.0,25.4
2025-09-10,North West,0.0,26.6
2025-09-11,North West,0.0,25.5
2025-09-12,North West,0.0,25.6
2025-09-13,North West,0.0,24.6
2025-09-14,North West,0.0,23.5
2025-09-15,North West,0.0,25.3
2025-09-16,North West,0.0,26.8
2025-09-17,North West,0.0,25.5
2025-09-18,North West,0.0,23.5
2025-09-19,North West,0.0,25.9
2025-09-20,North West,0.0,24.1
2025-09-21,North West,0.0,25.6
2025-09-22,North West,0.0,23.8
2025-09-23,North West,0.0,24.8
2025-09-24,North West,0.0,23.4
2025-09-25,North West,0.0,23.4
2025-09-26,North West,0.0,21.7
2025-09-27,North West,0.0,24.7
2025-09-28,North West,0.0,24.4
2025-09-29,North West,0.0,24.3
2025-09-30,North West,0.0,24.0
2025-10-01,North West,0.0,22.4
2025-10-02,North West,0.0,24.9
2025-10-03,North West,0.0,24.8
2025-10-04,North West,0.0,22.0
2025-10-05,North West,0.0,23.9
2025-10-06,North West,0.0,24.3
2025-10-07,North West,0.0,22.2
2025-10-08,North West,0.0,22.4
2025-10-09,North West,0.0,23.5
2025-10-10,North West,0.0,20.3
2025-10-11,North West,0.0,20.9
2025-10-12,North West,0.0,20.9
2025-10-13,North West,0.0,19.6
2025-10-14,North West,0.0,23.8
2025-10-15,North West,0.0,19.1
2025-10-16,North West,0.0,22.5
2025-10-17,North West,0.0,23.1
2025-10-18,North West,0.0,21.3
2025-10-19,North West,0.0,20.7
2025-10-20,North West,0.0,21.9
2025-10-21,North West,0.0,21.5
2025-10-22,North West,0.0,22.9
2025-10-23,North West,0.0,17.3
2025-10-24,North West,0.0,19.8
2025-10-25,North West,0.0,21.9
2025-10-26,North West,0.0,21.0
2025-10-27,North West,0.0,22.0
2025-10-28,North West,0.0,21.1
2025-10-29,North West,0.0,20.4
2025-10-30,North West,0.0,20.1
2025-10-31,North West,0.0,23.9
2025-11-01,North West,0.0,22.6
2025-11-02,North West,0.0,21.0
2025-11-03,North West,0.0,20.3
2025-11-04,North West,0.0,20.9
2025-11-05,North West,0.0,21.2
2025-11-06,North West,0.0,20.5
2025-11-07,North West,0.0,18.6
2025-11-08,North West,0.0,22.3
2025-11-09,North West,0.0,19.9
2025-11-10,North West,0.0,22.5
2025-11-11,North West,0.0,19.7
2025-11-12,North West,1.8,18.9
2025-11-13,North West,0.0,21.3
2025-11-14,North West,0.0,19.6
2025-11-15,North West,0.0,19.2
2025-11-16,North West,6.0,17.1
2025-11-17,North West,0.0,19.8
2025-11-18,North West,0.0,18.0
2025-11-19,North West,0.0,18.0
2025-11-20,North West,0.0,17.8
2025-11-21,North West,0.0,19.2
2025-11-22,North West,0.0,16.1
2025-11-23,North West,0.0,18.0
2025-11-24,North West,0.0,19.7
2025-11-25,North West,0.0,16.3
2025-11-26,North West,0.0,18.3
2025-11-27,North West,0.0,17.1
2025-11-28,North West,0.0,17.3
2025-11-29,North West,0.0,20.3
2025-11-30,North West,0.0,15.3
2025-12-01,North West,0.0,18.9
2025-12-02,North West,0.0,16.9
2025-12-03,North West,0.0,16.8
2025-12-04,North West,0.0,15.8
2025-12-05,North West,0.0,18.6
2025-12-06,North West,0.0,17.1
2025-12-07,North West,0.0,16.8
2025-12-08,North West,0.0,17.4
2025-12-09,North West,0.0,16.9
2025-12-10,North West,0.0,14.1
2025-12-11,North West,0.0,16.3
2025-12-12,North West,0.0,18.3
2025-12-13,North West,2.1,14.7
2025-12-14,North West,0.0,15.3
2025-12-15,North West,0.0,16.2
2025-12-16,North West,0.0,15.7
2025-12-17,North West,0.0,16.7
2025-12-18,North West,0.0,15.0
2025-12-19,North West,0.0,16.1
2025-12-20,North West,0.0,16.5
2025-12-21,North West,0.0,17.5
2025-12-22,North West,0.0,18.4
2025-12-23,North West,0.0,16.1
2025-12-24,North West,0.0,19.3
2025-12-25,North West,0.0,16.1
2025-12-26,North West,0.0,17.6
2025-12-27,North West,1.2,19.2
2025-12-28,North West,0.0,16.5
2025-12-29,North West,0.9,14.2
2025-12-30,North West,0.0,16.4
2021-01-01,Limpopo,5.4,16.4
2021-01-02,Limpopo,17.5,13.6
2021-01-03,Limpopo,0.0,16.2
2021-01-04,Limpopo,0.0,16.8
2021-01-05,Limpopo,4.1,14.0
2021-01-06,Limpopo,0.0,13.8
2021-01-07,Limpopo,0.0,14.5
2021-01-08,Limpopo,4.5,17.2
2021-01-09,Limpopo,7.1,13.0
2021-01-10,Limpopo,0.0,17.3
2021-01-11,Limpopo,0.0,16.6
2021-01-12,Limpopo,1.7,15.6
2021-01-13,Limpopo,4.6,13.8
2021-01-14,Limpopo,0.0,14.8
2021-01-15,Limpopo,0.0,17.2
2021-01-16,Limpopo,0.0,17.9
2021-01-17,Limpopo,0.0,14.5
2021-01-18,Limpopo,0.0,17.7
2021-01-19,Limpopo,1.3,17.0
2021-01-20,Limpopo,0.0,16.0
2021-01-21,Limpopo,0.0,14.9
2021-01-22,Limpopo,4.6,15.2
2021-01-23,Limpopo,0.0,18.8
2021-01-24,Limpopo,6.8,16.3
2021-01-25,Limpopo,20.0,18.1
2021-01-26,Limpopo,0.0,16.5
2021-01-27,Limpopo,2.7,15.4
2021-01-28,Limpopo,2.9,17.0
2021-01-29,Limpopo,0.0,19.4
2021-01-30,Limpopo,5.9,15.2
2021-01-31,Limpopo,0.0,17.6
2021-02-01,Limpopo,2.2,16.5
2021-02-02,Limpopo,2.9,14.1
2021-02-03,Limpopo,1.0,14.1
2021-02-04,Limpopo,0.0,15.7
2021-02-05,Limpopo,0.0,16.9
2021-02-06,Limpopo,0.0,17.7
2021-02-07,Limpopo,0.0,14.1
2021-02-08,Limpopo,10.7,17.5
2021-02-09,Limpopo,0.0,16.4
2021-02-10,Limpopo,12.6,16.6
2021-02-11,Limpopo,8.5,17.5
2021-02-12,Limpopo,0.0,19.3
2021-02-13,Limpopo,7.9,17.2
2021-02-14,Limpopo,0.0,14.7
2021-02-15,Limpopo,6.1,16.6
2021-02-16,Limpopo,0.0,18.2
2021-02-17,Limpopo,4.6,18.3
2021-02-18,Limpopo,0.0,18.0
2021-02-19,Limpopo,1.7,16.3
2021-02-20,Limpopo,0.0,15.1
2021-02-21,Limpopo,0.0,18.1
2021-02-22,Limpopo,0.0,15.4
2021-02-23,Limpopo,0.0,18.3
2021-02-24,Limpopo,0.0,18.4
2021-02-25,Limpopo,0.0,16.7
2021-02-26,Limpopo,0.0,17.3
2021-02-27,Limpopo,28.9,17.9
2021-02-28,Limpopo,0.0,16.7
2021-03-01,Limpopo,0.0,15.6
2021-03-02,Limpopo,0.0,17.7
2021-03-03,Limpopo,5.9,18.0
2021-03-04,Limpopo,0.0,20.0
2021-03-05,Limpopo,4.9,16.8
2021-03-06,Limpopo,0.0,19.7
2021-03-07,Limpopo,0.0,16.4
2021-03-08,Limpopo,0.0,16.2
2021-03-09,Limpopo,0.0,17.9
2021-03-10,Limpopo,4.8,17.0
2021-03-11,Limpopo,0.0,16.5
2021-03-12,Limpopo,6.8,21.5
2021-03-13,Limpopo,0.0,18.0
2021-03-14,Limpopo,0.0,22.2
2021-03-15,Limpopo,2.1,17.3
2021-03-16,Limpopo,0.0,16.4
2021-03-17,Limpopo,0.0,21.0
2021-03-18,Limpopo,12.2,18.0
2021-03-19,Limpopo,0.0,19.4
2021-03-20,Limpopo,0.0,17.3
2021-03-21,Limpopo,2.6,19.3
2021-03-22,Limpopo,9.4,17.4
2021-03-23,Limpopo,0.0,19.5
2021-03-24,Limpopo,0.0,19.0
2021-03-25,Limpopo,1.0,20.1
2021-03-26,Limpopo,14.2,20.8
2021-03-27,Limpopo,0.0,20.3
2021-03-28,Limpopo,0.0,20.7
2021-03-29,Limpopo,8.6,20.0
2021-03-30,Limpopo,0.0,19.6
2021-03-31,Limpopo,0.0,21.0
2021-04-01,Limpopo,0.0,20.3
2021-04-02,Limpopo,0.0,20.4
2021-04-03,Limpopo,0.0,21.2
2021-04-04,Limpopo,5.8,19.2
2021-04-05,Limpopo,2.9,23.0
2021-04-06,Limpopo,0.0,20.6
2021-04-07,Limpopo,0.0,21.2
2021-04-08,Limpopo,0.0,21.1
2021-04-09,Limpopo,8.4,22.2
2021-04-10,Limpopo,0.0,21.9
2021-04-11,Limpopo,0.0,21.4
2021-04-12,Limpopo,0.0,23.7
2021-04-13,Limpopo,0.0,16.9
2021-04-14,Limpopo,3.4,23.6
2021-04-15,Limpopo,0.0,23.3
2021-04-16,Limpopo,0.0,19.2
2021-04-17,Limpopo,0.0,23.5
2021-04-18,Limpopo,2.5,23.8
2021-04-19,Limpopo,0.0,23.1
2021-04-20,Limpopo,0.0,20.0
2021-04-21,Limpopo,1.1,23.5
2021-04-22,Limpopo,0.0,24.1
2021-04-23,Limpopo,4.3,21.8
2021-04-24,Limpopo,0.0,23.5
2021-04-25,Limpopo,0.0,22.4
2021-04-26,Limpopo,0.0,24.3
2021-04-27,Limpopo,0.9,22.6
2021-04-28,Limpopo,2.5,22.3
2021-04-29,Limpopo,0.0,23.2
2021-04-30,Limpopo,5.1,21.4
2021-05-01,Limpopo,5.3,23.3
2021-05-02,Limpopo,0.0,24.2
2021-05-03,Limpopo,0.0,25.0
2021-05-04,Limpopo,0.0,24.2
2021-05-05,Limpopo,0.0,21.8
2021-05-06,Limpopo,0.0,26.0
2021-05-07,Limpopo,0.0,26.3
2021-05-08,Limpopo,0.0,24.4
2021-05-09,Limpopo,3.6,23.2
2021-05-10,Limpopo,0.0,23.6
2021-05-11,Limpopo,0.0,24.2
2021-05-12,Limpopo,0.0,25.0
2021-05-13,Limpopo,0.0,24.2
2021-05-14,Limpopo,0.0,23.5
2021-05-15,Limpopo,0.0,26.4
2021-05-16,Limpopo,0.0,25.3
2021-05-17,Limpopo,0.0,23.5
2021-05-18,Limpopo,0.0,25.6
2021-05-19,Limpopo,0.0,25.4
2021-05-20,Limpopo,0.0,24.2
2021-05-21,Limpopo,0.0,27.2
2021-05-22,Limpopo,0.0,25.7
2021-05-23,Limpopo,0.0,25.2
2021-05-24,Limpopo,0.0,25.5
2021-05-25,Limpopo,0.0,26.4
2021-05-26,Limpopo,0.0,25.7
2021-05-27,Limpopo,0.0,25.8
2021-05-28,Limpopo,0.0,27.5
2021-05-29,Limpopo,0.0,23.9
2021-05-30,Limpopo,0.0,24.2
2021-05-31,Limpopo,0.0,27.3
2021-06-01,Limpopo,0.0,29.9
2021-06-02,Limpopo,0.0,27.6
2021-06-03,Limpopo,0.0,29.2
2021-06-04,Limpopo,0.0,25.8
2021-06-05,Limpopo,0.0,25.6
2021-06-06,Limpopo,0.0,27.3
2021-06-07,Limpopo,0.0,28.1
2021-06-08,Limpopo,0.0,24.8
2021-06-09,Limpopo,0.0,26.5
2021-06-10,Limpopo,0.0,26.8
2021-06-11,Limpopo,0.0,25.9
2021-06-12,Limpopo,0.0,26.1
2021-06-13,Limpopo,0.0,28.3
2021-06-14,Limpopo,0.0,27.8
2021-06-15,Limpopo,0.0,28.3
2021-06-16,Limpopo,0.0,27.7
2021-06-17,Limpopo,0.0,25.9
2021-06-18,Limpopo,0.0,27.9
2021-06-19,Limpopo,0.0,25.9
2021-06-20,Limpopo,0.0,26.9
2021-06-21,Limpopo,0.0,25.9
2021-06-22,Limpopo,0.0,26.6
2021-06-23,Limpopo,0.0,27.7
2021-06-24,Limpopo,0.0,26.9
2021-06-25,Limpopo,0.0,26.3
2021-06-26,Limpopo,0.0,29.3
2021-06-27,Limpopo,0.0,27.5
2021-06-28,Limpopo,0.0,26.9
2021-06-29,Limpopo,0.0,26.1
2021-06-30,Limpopo,0.0,25.0
2021-07-01,Limpopo,0.0,27.5
2021-07-02,Limpopo,0.0,25.7
2021-07-03,Limpopo,0.0,28.9
2021-07-04,Limpopo,0.0,27.9
2021-07-05,Limpopo,0.0,30.2
2021-07-06,Limpopo,0.0,28.2
2021-07-07,Limpopo,0.0,26.8
2021-07-08,Limpopo,0.0,25.1
2021-07-09,Limpopo,0.0,29.2
2021-07-10,Limpopo,0.0,26.0
2021-07-11,Limpopo,0.0,27.4
2021-07-12,Limpopo,0.0,30.5
2021-07-13,Limpopo,0.0,28.9
2021-07-14,Limpopo,0.0,28.6
2021-07-15,Limpopo,0.0,29.4
2021-07-16,Limpopo,0.0,29.4
2021-07-17,Limpopo,0.0,30.4
2021-07-18,Limpopo,0.0,27.1
2021-07-19,Limpopo,0.0,27.4
2021-07-20,Limpopo,0.0,26.6
2021-07-21,Limpopo,0.0,27.9
2021-07-22,Limpopo,0.0,27.8
2021-07-23,Limpopo,0.0,25.3
2021-07-24,Limpopo,0.0,27.0
2021-07-25,Limpopo,0.0,30.1
2021-07-26,Limpopo,0.0,28.3
2021-07-27,Limpopo,0.0,29.0
2021-07-28,Limpopo,0.0,27.7
2021-07-29,Limpopo,0.0,25.0
2021-07-30,Limpopo,0.0,27.6
2021-07-31,Limpopo,0.0,29.4
2021-08-01,Limpopo,0.0,26.0
2021-08-02,Limpopo,0.0,28.9
2021-08-03,Limpopo,0.0,25.2
2021-08-04,Limpopo,0.0,27.7
2021-08-05,Limpopo,0.0,28.5
2021-08-06,Limpopo,0.0,27.2
2021-08-07,Limpopo,0.0,31.3
2021-08-08,Limpopo,0.0,26.8
2021-08-09,Limpopo,0.0,26.6
2021-08-10,Limpopo,0.0,27.8
2021-08-11,Limpopo,0.0,26.3
2021-08-12,Limpopo,0.0,25.2
2021-08-13,Limpopo,0.0,25.7
2021-08-14,Limpopo,0.0,28.4
2021-08-15,Limpopo,0.0,26.8
2021-08-16,Limpopo,0.0,29.7
2021-08-17,Limpopo,0.0,26.5
2021-08-18,Limpopo,0.0,28.2
2021-08-19,Limpopo,0.0,27.8
2021-08-20,Limpopo,0.0,26.3
2021-08-21,Limpopo,0.0,25.6
2021-08-22,Limpopo,0.0,24.3
2021-08-23,Limpopo,0.0,27.6
2021-08-24,Limpopo,0.0,28.5
2021-08-25,Limpopo,0.0,24.3
2021-08-26,Limpopo,0.0,26.0
2021-08-27,Limpopo,0.0,25.5
2021-08-28,Limpopo,0.0,27.3
2021-08-29,Limpopo,0.0,25.9
2021-08-30,Limpopo,0.0,28.3
2021-08-31,Limpopo,0.0,25.7
2021-09-01,Limpopo,0.0,24.3
2021-09-02,Limpopo,0.0,25.4
2021-09-03,Limpopo,0.0,25.5
2021-09-04,Limpopo,0.0,26.7
2021-09-05,Limpopo,0.0,25.3
2021-09-06,Limpopo,0.0,26.5
2021-09-07,Limpopo,0.0,24.5
2021-09-08,Limpopo,0.0,25.2
2021-09-09,Limpopo,0.0,24.4
2021-09-10,Limpopo,0.0,24.2
2021-09-11,Limpopo,0.0,27.3
2021-09-12,Limpopo,0.0,24.2
2021-09-13,Limpopo,0.0,24.7
2021-09-14,Limpopo,0.0,26.7
2021-09-15,Limpopo,0.0,26.2
2021-09-16,Limpopo,0.0,27.4
2021-09-17,Limpopo,0.0,25.6
2021-09-18,Limpopo,0.0,23.9
2021-09-19,Limpopo,0.0,27.8
2021-09-20,Limpopo,0.0,25.4
2021-09-21,Limpopo,0.0,24.2
2021-09-22,Limpopo,0.0,24.5
2021-09-23,Limpopo,0.0,24.6
2021-09-24,Limpopo,0.0,23.8
2021-09-25,Limpopo,0.0,22.0
2021-09-26,Limpopo,0.0,26.4
2021-09-27,Limpopo,0.0,23.9
2021-09-28,Limpopo,0.0,24.1
2021-09-29,Limpopo,0.0,26.8
2021-09-30,Limpopo,0.0,22.6
2021-10-01,Limpopo,0.0,24.5
2021-10-02,Limpopo,0.0,22.2
2021-10-03,Limpopo,0.0,23.8
2021-10-04,Limpopo,0.0,23.5
2021-10-05,Limpopo,0.0,24.3
2021-10-06,Limpopo,0.0,24.8
2021-10-07,Limpopo,0.0,22.0
2021-10-08,Limpopo,0.0,24.9
2021-10-09,Limpopo,0.0,24.9
2021-10-10,Limpopo,0.0,22.2
2021-10-11,Limpopo,0.0,22.5
2021-10-12,Limpopo,0.8,21.6
2021-10-13,Limpopo,0.0,21.8
2021-10-14,Limpopo,0.0,20.4
2021-10-15,Limpopo,0.0,23.2
2021-10-16,Limpopo,0.0,18.9
2021-10-17,Limpopo,0.0,20.8
2021-10-18,Limpopo,0.0,21.7
2021-10-19,Limpopo,0.0,23.6
2021-10-20,Limpopo,0.0,20.7
2021-10-21,Limpopo,0.0,22.1
2021-10-22,Limpopo,0.0,21.2
2021-10-23,Limpopo,0.0,22.7
2021-10-24,Limpopo,0.0,21.7
2021-10-25,Limpopo,0.0,22.3
2021-10-26,Limpopo,0.0,20.1
2021-10-27,Limpopo,0.0,19.3
2021-10-28,Limpopo,0.0,21.3
2021-10-29,Limpopo,0.0,19.9
2021-10-30,Limpopo,0.0,20.6
2021-10-31,Limpopo,0.0,20.9
2021-11-01,Limpopo,0.0,22.2
2021-11-02,Limpopo,0.0,21.4
2021-11-03,Limpopo,1.5,19.1
2021-11-04,Limpopo,0.0,18.3
2021-11-05,Limpopo,0.0,22.5
2021-11-06,Limpopo,0.0,17.5
2021-11-07,Limpopo,0.0,19.1
2021-11-08,Limpopo,0.0,20.6
2021-11-09,Limpopo,0.0,22.0
2021-11-10,Limpopo,0.0,19.2
