province,crop_type,soil_type,season_rainfall_mm,avg_temp_c,soil_moisture_pct,irrigation_mm,fertilizer_kg_ha,pest_pressure_index,farm_size_ha,yield_tons_per_ha
Free State,Maize,Loam,700.5,16.3,40.3,111.9,72.1,0.73,49.6,7.38
KwaZulu-Natal,Soybean,Sandy,826.8,25.5,43.1,65.6,173.0,1.08,61.1,3.92
North West,Soybean,Sandy,355.0,23.7,25.2,190.2,189.8,3.37,37.5,2.42
Mpumalanga,Soybean,Sandy,475.5,21.0,19.7,24.9,139.4,1.12,25.1,2.52
North West,Soybean,Sandy,692.3,22.3,42.1,153.3,20.0,5.99,12.8,2.25
North West,Soybean,Clay,515.5,21.5,36.5,35.2,191.7,1.84,10.1,3.41
KwaZulu-Natal,Soybean,Clay,447.7,23.2,23.9,121.4,293.8,1.36,3.6,3.99
Limpopo,Soybean,Clay,647.9,21.3,25.2,202.1,206.9,5.09,18.8,3.64
KwaZulu-Natal,Soybean,Sandy Loam,560.1,27.3,34.0,97.8,250.8,2.92,1.0,3.18
Mpumalanga,Soybean,Loam,454.7,27.9,23.8,56.7,187.4,4.38,14.5,3.14
Limpopo,Soybean,Clay,498.6,21.7,24.8,91.4,97.9,1.19,3.2,2.7
North West,Sunflower,Sandy Loam,525.7,18.7,28.4,278.3,205.6,2.13,4.1,3.11
KwaZulu-Natal,Sunflower,Loam,534.5,18.9,24.8,211.5,91.4,2.02,7.1,2.99
KwaZulu-Natal,Soybean,Loam,799.6,21.9,44.2,180.3,210.8,1.16,54.0,5.46
North West,Wheat,Clay,674.8,23.2,42.2,50.3,132.4,2.77,7.3,4.32
KwaZulu-Natal,Sunflower,Sandy,214.9,27.3,12.6,232.4,114.6,0.72,68.2,2.52
Limpopo,Soybean,Clay,506.5,20.5,39.2,222.6,174.3,2.9,2.2,2.56
Free State,Soybean,Clay,640.8,27.5,36.6,143.5,114.0,0.83,1.0,3.8
Free State,Maize,Sandy Loam,421.6,27.3,24.2,85.4,216.9,2.62,24.8,5.49
KwaZulu-Natal,Wheat,Loam,663.4,19.8,36.6,8.2,80.6,2.09,71.3,4.53
KwaZulu-Natal,Maize,Clay,896.9,21.6,53.4,96.6,251.9,4.69,50.1,8.24
Limpopo,Soybean,Clay,470.3,27.9,29.6,27.3,204.7,2.02,2.2,2.42
North West,Wheat,Clay,444.4,20.5,17.7,25.8,136.6,4.78,68.2,2.52
Mpumalanga,Sunflower,Clay,570.1,21.1,38.5,40.5,123.2,5.83,66.1,1.99
Limpopo,Sunflower,Sandy Loam,440.3,19.5,26.9,0.0,129.4,2.73,5.4,2.16
Mpumalanga,Sunflower,Sandy Loam,365.1,19.3,7.9,160.7,99.8,2.68,2.3,1.93
North West,Wheat,Sandy Loam,726.0,21.6,44.0,132.6,159.6,0.09,5.6,5.02
KwaZulu-Natal,Wheat,Clay,833.8,24.9,40.4,136.1,176.2,1.98,43.6,5.0
Limpopo,Sunflower,Loam,574.0,22.0,29.9,81.0,233.0,0.61,31.8,3.68
Mpumalanga,Sunflower,Loam,538.8,16.0,28.7,114.1,215.7,3.98,2.2,2.36
Mpumalanga,Maize,Loam,609.3,20.0,36.2,91.6,159.5,1.35,116.0,7.36
KwaZulu-Natal,Soybean,Sandy Loam,613.2,16.5,28.2,202.5,195.1,0.85,6.4,4.78
Free State,Maize,Sandy,565.9,26.8,28.7,121.7,140.9,3.78,16.2,4.79
Free State,Wheat,Sandy,582.9,21.9,25.5,217.6,264.2,2.99,8.1,4.58
Mpumalanga,Soybean,Sandy,870.7,25.7,,108.7,146.5,1.49,1.9,4.22
KwaZulu-Natal,Soybean,Clay,561.2,22.1,38.2,130.6,107.2,3.29,45.3,2.62
North West,Sunflower,Sandy,597.2,18.8,36.2,89.0,138.8,1.75,3.4,1.81
Free State,Soybean,Loam,449.2,19.5,19.7,195.2,108.2,2.17,6.2,3.16
Limpopo,Wheat,Sandy Loam,266.1,24.3,19.5,14.2,96.4,0.29,40.9,1.96
Free State,Soybean,Loam,819.2,25.8,37.5,105.0,208.0,6.39,2.2,4.51
KwaZulu-Natal,Maize,Clay,714.2,24.0,43.7,223.2,298.9,1.63,5.4,8.55
KwaZulu-Natal,Soybean,Loam,568.9,23.4,33.8,81.3,188.4,5.21,58.8,3.89
Free State,Wheat,Sandy,985.4,23.6,52.9,22.6,183.5,2.47,14.2,5.56
KwaZulu-Natal,Soybean,Sandy,316.1,26.6,25.0,106.7,192.7,0.63,26.1,2.18
Mpumalanga,Maize,Sandy Loam,718.5,22.9,42.3,86.4,117.9,2.77,18.4,7.18
KwaZulu-Natal,Sunflower,Sandy,437.0,16.6,28.6,176.1,310.4,3.1,6.1,2.32
Mpumalanga,Soybean,Sandy,366.9,19.0,26.2,74.3,147.3,0.73,3.3,2.32
North West,Maize,Sandy Loam,495.5,23.6,38.1,9.7,195.0,1.91,16.0,5.88
KwaZulu-Natal,Soybean,Loam,746.6,24.8,37.8,129.9,161.7,0.78,1.2,5.02
North West,Soybean,Clay,696.5,26.8,29.7,52.5,177.9,3.07,19.2,3.21
North West,Wheat,Loam,575.3,22.0,29.7,89.3,241.8,3.06,17.3,4.78
Mpumalanga,Soybean,Loam,406.2,24.6,19.4,183.4,211.4,2.33,16.2,3.57
Limpopo,Wheat,Clay,576.3,23.7,28.7,12.8,129.3,0.16,20.6,3.41
North West,Maize,Sandy,591.0,23.4,41.8,0.0,274.6,1.43,23.3,5.87
Free State,Maize,Loam,578.2,19.1,,25.6,187.3,3.16,21.3,7.07
Limpopo,Sunflower,Loam,646.3,27.6,39.7,150.1,87.0,1.7,16.8,2.45
Free State,Maize,Sandy,658.8,26.6,33.1,229.1,234.5,4.39,102.9,5.91
North West,Soybean,Clay,558.2,24.2,26.3,194.5,86.7,1.6,67.3,2.74
Free State,Maize,Sandy Loam,229.7,19.6,11.6,75.4,215.2,0.41,8.1,5.23
Mpumalanga,Sunflower,Loam,839.3,24.9,53.1,114.2,185.5,1.71,20.8,4.14
Limpopo,Maize,Sandy Loam,676.1,23.7,45.6,124.1,249.6,1.83,36.9,7.79
KwaZulu-Natal,Sunflower,Sandy,755.3,23.5,45.0,112.4,174.7,2.41,21.9,3.16
Mpumalanga,Wheat,Loam,451.0,19.1,24.5,67.6,236.9,1.27,1.5,3.9
North West,Wheat,Sandy,379.4,22.2,20.1,33.6,135.4,2.15,24.8,2.21
KwaZulu-Natal,Maize,Sandy Loam,431.7,26.0,27.5,112.6,28.7,2.7,26.7,4.85
Limpopo,Wheat,Loam,521.1,18.3,25.8,168.2,186.0,2.25,39.7,4.49
North West,Maize,Clay,321.6,20.8,14.6,100.5,144.3,4.73,8.7,4.77
Limpopo,Maize,Sandy,678.1,21.8,39.6,155.5,167.5,0.61,7.4,6.3
Mpumalanga,Maize,Sandy Loam,605.5,27.8,29.3,74.2,169.2,2.38,1.1,6.32
North West,Sunflower,Clay,572.7,17.6,32.3,92.0,174.5,3.97,59.7,2.42
Limpopo,Wheat,Loam,477.3,22.2,21.5,0.0,130.9,2.29,36.4,3.38
KwaZulu-Natal,Sunflower,Sandy Loam,637.6,23.6,24.7,166.9,151.3,3.71,1.7,2.22
Free State,Wheat,Clay,723.0,22.0,37.8,266.3,236.3,1.44,55.2,5.22
KwaZulu-Natal,Wheat,Clay,516.2,20.2,29.3,97.6,158.4,1.23,8.0,3.69
KwaZulu-Natal,Soybean,Sandy Loam,605.2,24.8,32.6,90.4,185.9,5.31,16.6,3.19
North West,Soybean,Sandy,822.4,20.2,44.1,228.3,245.0,3.72,8.8,4.01
Free State,Wheat,Clay,718.3,23.5,29.7,178.3,228.7,5.16,10.7,3.94
KwaZulu-Natal,Sunflower,Loam,499.9,16.9,25.2,0.0,193.0,4.39,16.1,2.69
Mpumalanga,Wheat,Sandy Loam,640.1,22.1,46.8,117.4,233.1,0.66,26.0,4.67
Free State,Maize,Clay,487.0,30.0,29.1,207.0,173.6,5.12,38.1,5.32
Free State,Sunflower,Clay,612.0,24.8,37.3,97.7,145.6,5.55,21.0,2.03
North West,Maize,Sandy,581.9,30.1,30.2,202.5,316.6,0.59,15.0,6.41
KwaZulu-Natal,Soybean,Loam,272.5,25.6,11.2,120.1,190.9,2.27,32.9,2.19
Limpopo,Maize,Clay,715.2,16.5,31.0,127.7,234.9,0.67,55.9,7.32
Limpopo,Maize,Loam,509.8,24.4,15.5,176.6,124.6,2.41,94.2,5.96
Mpumalanga,Maize,Sandy Loam,456.6,18.6,22.2,0.0,190.4,1.67,6.2,5.42
KwaZulu-Natal,Wheat,Sandy,545.0,16.7,30.1,85.5,199.3,2.28,14.2,3.63
Free State,Sunflower,Loam,710.5,23.7,33.3,1.7,146.2,0.84,22.6,3.21
Free State,Sunflower,Clay,427.8,24.8,25.1,35.2,134.4,2.9,4.5,1.36
Mpumalanga,Soybean,Sandy Loam,476.4,19.7,23.1,161.7,308.6,5.45,26.8,3.46
Free State,Sunflower,Clay,542.9,22.6,31.0,73.5,166.1,1.15,10.5,3.29
North West,Soybean,Sandy Loam,532.1,26.6,34.4,73.3,116.1,4.81,3.0,2.55
North West,Wheat,Sandy,662.8,22.7,33.7,230.0,234.3,4.74,26.4,3.94
Limpopo,Sunflower,Clay,658.1,21.0,30.5,63.5,195.4,3.61,87.8,3.12
KwaZulu-Natal,Soybean,Loam,563.1,23.7,25.1,121.4,188.5,2.33,8.3,4.58
Limpopo,Wheat,Loam,501.4,25.6,26.4,116.1,141.9,1.48,19.5,3.97
North West,Sunflower,Loam,415.9,27.0,29.8,225.5,246.5,0.82,38.1,2.87
Mpumalanga,Sunflower,Sandy Loam,824.8,27.0,38.6,57.9,69.8,0.68,7.8,2.76
KwaZulu-Natal,Sunflower,Sandy Loam,833.4,17.8,,101.0,191.3,0.77,2.0,4.08
KwaZulu-Natal,Wheat,Sandy Loam,413.0,25.9,22.6,268.5,189.5,0.4,35.1,4.61
KwaZulu-Natal,Sunflower,Loam,458.8,24.8,31.2,107.6,159.6,1.06,2.5,3.06
KwaZulu-Natal,Maize,Loam,589.0,19.9,36.4,177.7,150.7,3.4,18.1,7.09
Mpumalanga,Sunflower,Sandy Loam,729.2,20.9,38.7,74.7,105.2,2.82,6.4,1.35
Mpumalanga,Sunflower,Loam,771.0,18.6,38.2,120.3,231.7,1.62,10.1,3.49
Limpopo,Wheat,Loam,677.6,22.8,39.0,230.3,279.8,2.23,37.5,5.56
Free State,Sunflower,Sandy Loam,663.8,18.4,40.5,34.8,171.5,2.66,9.2,3.1
Mpumalanga,Wheat,Clay,459.1,27.0,22.7,107.1,200.9,0.83,16.7,3.29
Mpumalanga,Soybean,Sandy,483.8,20.7,31.5,116.0,186.1,2.9,86.1,2.69
Limpopo,Maize,Clay,400.7,22.1,15.7,12.9,112.3,3.16,27.0,3.86
Free State,Maize,Sandy Loam,625.7,24.1,26.4,191.3,184.3,0.58,81.9,7.57
North West,Maize,Sandy,495.4,24.0,37.3,265.1,129.2,2.76,44.1,5.22
KwaZulu-Natal,Sunflower,Loam,651.9,21.8,34.4,117.0,220.0,2.79,2.9,3.66
North West,Soybean,Clay,472.0,24.4,31.7,17.4,178.0,0.87,5.1,2.69
North West,Maize,Sandy,408.2,23.1,26.4,211.9,130.0,1.61,16.7,4.92
North West,Soybean,Sandy,520.8,19.2,26.0,108.6,211.1,2.53,3.9,2.66
North West,Sunflower,Loam,341.1,26.8,18.3,41.7,160.8,3.52,21.5,2.12
Free State,Sunflower,Clay,760.9,24.5,50.0,236.2,172.4,1.7,30.9,3.21
North West,Wheat,Sandy,523.2,25.2,29.6,136.3,125.9,1.64,11.5,3.45
North West,Soybean,Sandy Loam,497.5,17.5,27.9,93.2,169.7,1.67,17.6,2.67
Limpopo,Sunflower,Sandy,313.6,21.3,10.7,51.6,178.5,3.11,6.0,0.88
KwaZulu-Natal,Wheat,Sandy,547.0,24.4,30.3,0.0,141.6,1.14,1.0,2.93
Free State,Maize,Sandy Loam,406.1,20.6,23.9,200.1,224.9,1.65,6.0,6.81
North West,Sunflower,Clay,518.7,19.9,29.5,85.7,123.3,2.8,19.1,2.3
Mpumalanga,Sunflower,Clay,558.6,26.6,,181.0,145.4,1.44,4.3,2.89
Limpopo,Soybean,Loam,590.4,25.8,21.7,163.8,201.2,0.65,27.0,4.51
North West,Maize,Sandy Loam,772.0,21.3,39.2,106.3,190.0,3.77,13.7,7.23
Limpopo,Maize,Sandy Loam,286.8,18.7,18.2,63.9,149.7,2.87,17.3,4.43
KwaZulu-Natal,Sunflower,Loam,336.2,18.0,17.6,18.2,215.8,1.71,24.0,2.31
North West,Sunflower,Sandy Loam,744.5,22.3,46.3,111.1,188.5,0.97,19.1,3.89
Limpopo,Soybean,Sandy Loam,614.2,24.1,26.8,55.5,202.6,4.64,60.9,3.19
Limpopo,Sunflower,Sandy,443.6,20.2,12.7,132.6,214.8,1.31,34.1,2.91
North West,Maize,Loam,494.2,22.5,29.0,210.9,26.1,1.9,33.1,6.93
KwaZulu-Natal,Soybean,Clay,517.2,17.5,19.2,203.1,142.4,0.73,13.8,3.87
Mpumalanga,Maize,Clay,675.2,26.4,37.5,42.1,222.3,3.6,28.3,6.49
KwaZulu-Natal,Wheat,Loam,184.0,16.1,15.0,40.7,186.0,5.04,21.0,2.84
Limpopo,Maize,Loam,254.2,22.4,18.6,150.9,168.6,2.95,16.0,5.22
Limpopo,Soybean,Sandy,378.2,28.0,19.4,101.3,184.8,2.16,11.2,1.49
North West,Wheat,Sandy Loam,423.9,21.3,25.3,92.7,92.4,4.99,15.0,2.75
Limpopo,Soybean,Loam,294.5,19.1,16.3,109.4,135.6,4.39,13.5,1.82
Free State,Soybean,Loam,501.9,16.6,31.2,50.0,139.6,2.83,35.8,2.94
Mpumalanga,Soybean,Sandy,587.7,20.1,,154.8,106.2,4.41,55.0,2.66
Mpumalanga,Maize,Sandy Loam,506.8,21.1,28.4,226.4,206.6,1.94,2.6,7.1
KwaZulu-Natal,Soybean,Sandy Loam,416.2,24.5,21.1,91.2,202.5,1.32,3.9,3.24
Mpumalanga,Wheat,Loam,248.1,17.8,12.5,100.5,166.0,1.94,28.3,3.5
Mpumalanga,Wheat,Loam,470.3,24.7,27.7,314.0,132.5,1.94,34.5,4.53
North West,Soybean,Clay,674.8,20.7,41.4,46.1,110.0,0.94,19.2,3.81
Free State,Wheat,Clay,698.9,18.0,,110.4,217.8,5.14,26.3,4.02
Mpumalanga,Soybean,Sandy Loam,687.6,26.3,34.7,247.0,192.8,1.89,78.2,4.45
Limpopo,Sunflower,Sandy Loam,652.6,22.6,36.9,150.4,214.9,1.73,1.1,3.14
Mpumalanga,Maize,Sandy,333.2,19.8,11.4,70.4,183.9,5.76,50.1,3.3
KwaZulu-Natal,Maize,Clay,579.4,21.0,29.9,187.8,138.0,1.81,3.5,5.95
Limpopo,Soybean,Clay,836.1,15.6,49.4,68.6,100.1,3.12,13.1,3.96
Free State,Sunflower,Clay,341.2,20.3,16.9,106.2,226.4,0.81,19.4,2.35
North West,Soybean,Loam,491.8,27.0,30.5,140.0,131.5,6.36,14.8,2.9
Free State,Sunflower,Sandy,614.6,21.8,33.1,143.2,308.8,2.91,12.0,3.37
Free State,Soybean,Clay,403.0,24.7,22.7,205.0,122.1,0.92,6.0,2.83
KwaZulu-Natal,Maize,Clay,517.3,26.9,25.9,101.7,153.7,2.09,5.8,5.31
Free State,Soybean,Loam,820.5,24.8,44.3,127.0,86.9,4.2,69.2,4.46
Mpumalanga,Soybean,Sandy Loam,570.1,19.1,31.6,131.2,78.9,1.97,52.9,3.02
Free State,Sunflower,Sandy Loam,644.8,18.3,28.1,181.7,188.9,0.89,21.4,3.59
Mpumalanga,Soybean,Loam,735.0,20.2,36.7,73.5,108.6,0.29,14.8,4.53
Mpumalanga,Soybean,Sandy Loam,742.8,16.3,44.6,55.1,125.3,1.32,36.6,4.08
North West,Maize,Loam,689.9,14.2,41.2,147.0,168.7,5.12,87.9,7.63
KwaZulu-Natal,Soybean,Loam,647.9,23.9,36.5,144.6,235.2,1.92,32.3,4.97
Free State,Sunflower,Loam,720.3,20.5,38.1,175.8,164.3,3.36,60.0,3.42
Mpumalanga,Wheat,Loam,464.7,19.2,33.0,118.7,157.1,2.68,84.4,3.75
Free State,Wheat,Loam,515.9,18.4,26.6,103.6,201.0,1.03,2.7,5.33
Free State,Sunflower,Sandy Loam,619.1,20.7,32.8,207.6,173.2,0.66,11.1,3.69
Limpopo,Wheat,Sandy Loam,456.2,21.1,38.4,66.2,187.5,3.43,19.0,3.84
Limpopo,Maize,Sandy,692.8,21.7,37.9,142.3,221.6,3.97,37.0,6.66
North West,Soybean,Sandy Loam,753.4,24.8,39.7,226.7,168.9,1.86,10.7,4.65
North West,Wheat,Sandy Loam,661.2,19.8,37.4,1.9,240.1,2.97,27.8,3.68
North West,Sunflower,Clay,438.7,25.9,17.7,0.0,222.4,1.08,13.4,1.85
KwaZulu-Natal,Maize,Loam,702.0,23.8,38.0,209.0,142.0,1.66,32.8,8.75
Free State,Soybean,Loam,413.3,23.8,23.1,0.0,116.1,2.02,55.9,2.72
Free State,Soybean,Loam,444.7,21.0,31.1,5.1,59.4,2.66,15.7,2.61
KwaZulu-Natal,Soybean,Sandy,352.6,18.4,27.9,127.3,247.8,2.35,46.0,2.66
Mpumalanga,Maize,Sandy Loam,531.8,20.2,26.9,36.4,103.9,1.1,33.7,5.95
Free State,Sunflower,Clay,486.2,25.4,25.6,125.3,211.8,2.39,85.5,1.76
North West,Wheat,Loam,433.9,20.6,23.4,11.5,154.5,3.64,18.7,3.48
Free State,Maize,Sandy,674.6,15.8,26.6,94.9,274.2,0.73,25.0,7.01
Mpumalanga,Maize,Sandy,340.2,22.0,20.5,163.8,145.4,1.81,32.1,4.71
Free State,Soybean,Clay,410.1,22.7,27.9,209.1,240.4,2.69,6.1,3.43
Mpumalanga,Wheat,Clay,436.6,24.4,23.2,155.0,296.0,2.22,56.7,3.59
KwaZulu-Natal,Maize,Loam,411.6,17.8,26.0,144.1,175.7,0.77,6.9,6.4
KwaZulu-Natal,Soybean,Sandy,219.0,24.2,21.5,30.0,215.1,0.51,42.7,1.92
Limpopo,Soybean,Sandy Loam,654.4,21.5,31.9,75.1,193.0,2.2,78.6,3.96
KwaZulu-Natal,Sunflower,Sandy,449.1,25.2,28.4,91.7,243.4,1.17,12.9,2.18
North West,Maize,Sandy,550.1,24.9,31.8,7.5,86.1,1.62,15.3,4.93
Free State,Soybean,Sandy Loam,607.7,24.6,32.2,7.9,240.6,1.97,39.8,3.7
North West,Sunflower,Clay,695.4,27.9,37.0,198.0,212.2,1.54,18.7,3.27
Free State,Wheat,Clay,926.6,25.9,56.8,257.0,178.4,0.53,28.1,6.38
KwaZulu-Natal,Maize,Clay,737.4,17.6,46.4,116.7,140.2,0.55,117.7,7.14
Free State,Maize,Loam,552.5,27.4,28.9,0.0,65.9,3.31,10.5,6.5
KwaZulu-Natal,Maize,Loam,840.4,24.4,53.0,126.7,178.0,1.9,6.8,9.45
Mpumalanga,Wheat,Loam,701.3,20.5,40.4,155.2,209.8,3.73,109.1,4.96
Free State,Maize,Sandy Loam,528.3,19.5,30.9,199.7,110.4,0.63,22.7,6.76
North West,Soybean,Sandy,548.3,23.1,30.8,105.8,189.7,5.57,14.9,2.0
North West,Soybean,Sandy,697.5,18.0,34.3,247.0,170.4,1.93,10.0,3.34
KwaZulu-Natal,Wheat,Sandy,294.9,21.2,13.0,62.2,191.9,3.58,142.7,2.26
KwaZulu-Natal,Soybean,Sandy,557.3,25.6,29.4,115.2,229.6,2.1,30.8,3.49
North West,Soybean,Loam,586.3,25.5,30.1,117.8,246.2,1.6,41.3,3.81
Mpumalanga,Wheat,Sandy,410.9,15.1,15.3,177.0,157.0,1.2,7.5,3.54
KwaZulu-Natal,Wheat,Sandy,490.3,21.2,24.4,139.7,181.6,2.67,87.4,3.66
KwaZulu-Natal,Maize,Loam,419.0,22.7,20.4,218.4,191.4,3.31,1.0,6.86
North West,Sunflower,Clay,648.4,22.3,36.5,251.7,187.4,0.39,25.2,3.31
Mpumalanga,Soybean,Clay,648.8,19.9,36.0,174.3,272.5,2.41,22.6,4.59
Free State,Wheat,Sandy Loam,536.9,17.1,26.3,9.5,20.0,2.35,112.4,3.32
North West,Maize,Sandy Loam,911.0,15.2,51.6,72.0,198.7,3.01,14.1,8.04
North West,Maize,Sandy,546.0,27.2,27.5,186.0,110.7,2.1,26.1,4.97
North West,Soybean,Clay,639.9,23.9,35.6,0.0,107.5,2.39,32.1,3.04
KwaZulu-Natal,Soybean,Sandy Loam,525.9,28.6,25.6,109.6,155.8,1.13,23.2,2.51
KwaZulu-Natal,Soybean,Sandy,545.1,20.1,27.8,52.5,246.0,2.3,58.9,3.38
Mpumalanga,Wheat,Sandy Loam,377.9,24.2,19.8,24.8,97.9,2.58,5.5,2.82
Mpumalanga,Wheat,Sandy,790.0,12.7,44.3,153.4,131.3,0.89,1.8,4.4
Free State,Wheat,Sandy Loam,463.7,17.3,22.5,109.1,167.2,0.12,14.7,4.17
Limpopo,Sunflower,Clay,283.6,23.3,23.9,79.7,260.6,3.43,3.5,2.32
Free State,Wheat,Sandy Loam,490.2,24.6,24.3,92.1,96.6,3.42,7.8,3.31
KwaZulu-Natal,Maize,Loam,445.0,12.6,30.4,95.4,160.4,0.34,2.9,6.41
Mpumalanga,Soybean,Sandy Loam,597.3,27.4,40.9,17.0,252.9,2.11,49.5,3.64
Mpumalanga,Sunflower,Sandy,501.8,20.9,24.7,72.8,98.6,2.12,64.3,1.19
North West,Maize,Clay,483.8,23.3,27.7,115.2,200.0,2.03,4.3,5.15
Free State,Sunflower,Clay,448.7,18.1,27.1,88.8,90.4,1.96,2.4,1.49
Limpopo,Maize,Sandy Loam,459.2,23.6,,213.1,179.8,3.48,60.0,6.36
Free State,Sunflower,Loam,968.4,19.7,40.8,52.7,308.8,0.41,64.6,4.09
Mpumalanga,Wheat,Loam,492.8,18.2,25.6,0.0,287.9,0.56,42.4,4.68
Free State,Soybean,Loam,491.7,21.4,33.8,0.0,239.7,2.78,4.8,3.38
KwaZulu-Natal,Soybean,Sandy Loam,510.7,18.0,12.4,171.3,155.8,0.57,30.3,3.47
Free State,Soybean,Sandy Loam,597.5,16.7,29.9,122.0,179.1,1.27,37.0,3.36
Limpopo,Sunflower,Sandy Loam,477.3,31.4,28.6,2.1,196.8,4.17,5.7,0.84
KwaZulu-Natal,Soybean,Loam,505.9,19.1,23.3,128.6,176.2,5.01,18.2,3.21
Free State,Soybean,Clay,465.5,18.8,32.5,166.3,142.7,0.74,41.0,2.53
KwaZulu-Natal,Maize,Clay,475.2,17.9,26.8,28.7,307.9,2.33,6.4,5.64
North West,Maize,Sandy Loam,671.3,21.3,40.7,206.2,75.2,1.61,10.8,7.24
Free State,Soybean,Sandy Loam,358.1,22.1,8.8,22.6,178.0,2.17,20.5,2.52
KwaZulu-Natal,Sunflower,Loam,523.2,19.8,31.5,259.1,161.6,1.2,3.0,3.15
Limpopo,Sunflower,Loam,480.7,22.6,,192.4,264.6,1.69,47.6,3.44
Limpopo,Maize,Clay,764.0,22.5,,59.5,239.2,3.13,37.9,7.66
KwaZulu-Natal,Sunflower,Sandy Loam,150.0,24.8,11.7,138.9,252.1,2.41,50.7,1.49
KwaZulu-Natal,Wheat,Sandy Loam,493.2,23.5,17.4,59.2,141.1,4.95,5.1,2.52
North West,Sunflower,Clay,825.7,22.0,37.7,225.7,197.4,1.8,11.3,4.06
Free State,Sunflower,Loam,479.9,28.0,30.5,164.6,247.1,4.05,21.3,2.72
Limpopo,Maize,Sandy,956.0,23.9,51.7,261.5,244.8,0.73,120.1,8.74
Limpopo,Maize,Clay,720.2,20.9,42.8,110.0,50.1,1.61,8.2,21.66
North West,Sunflower,Clay,365.8,18.2,11.8,129.9,182.8,2.21,50.4,1.91
Limpopo,Maize,Clay,262.4,17.2,6.1,149.9,258.2,1.18,19.5,4.95
KwaZulu-Natal,Sunflower,Clay,721.9,21.2,42.9,195.1,110.7,1.49,57.1,3.04
KwaZulu-Natal,Soybean,Clay,711.4,25.7,38.9,88.0,32.1,4.78,16.0,3.19
Mpumalanga,Soybean,Sandy Loam,487.3,27.6,25.7,54.6,234.4,3.41,104.9,2.99
Limpopo,Sunflower,Loam,885.6,24.9,49.2,15.6,269.7,4.95,41.4,4.2
Limpopo,Wheat,Loam,411.8,19.9,15.7,91.5,231.0,3.74,3.6,4.38
Mpumalanga,Soybean,Clay,486.1,20.4,19.5,196.0,191.2,2.63,33.9,3.23
Limpopo,Sunflower,Sandy,607.4,20.2,24.6,111.1,237.4,1.85,8.5,2.99
North West,Maize,Sandy,591.0,16.5,28.4,112.4,135.6,0.84,35.3,5.38
Limpopo,Wheat,Loam,550.1,27.3,28.8,25.9,252.5,0.71,8.8,4.39
Mpumalanga,Wheat,Sandy Loam,714.1,21.7,35.8,17.0,256.1,4.87,11.0,4.57
Free State,Sunflower,Loam,647.8,24.5,33.2,80.4,171.4,0.24,41.7,3.91
North West,Soybean,Loam,288.1,27.0,15.8,175.3,239.7,3.25,10.4,2.89
Mpumalanga,Maize,Clay,570.9,23.7,29.1,156.6,193.4,4.74,6.5,6.3
North West,Soybean,Clay,685.7,21.7,38.4,0.0,134.5,0.94,56.7,3.47
Mpumalanga,Wheat,Clay,351.2,21.0,19.7,156.1,306.5,2.27,10.6,3.73
Limpopo,Wheat,Sandy Loam,688.5,22.0,39.5,46.9,205.8,2.2,28.5,5.19
Free State,Soybean,Sandy,547.6,18.1,24.9,164.5,189.8,1.54,28.8,3.26
KwaZulu-Natal,Maize,Sandy,682.5,19.9,35.7,103.8,270.7,0.97,3.6,6.89
North West,Soybean,Loam,524.7,19.2,29.5,154.9,220.7,1.8,106.3,4.01
Free State,Maize,Sandy Loam,489.6,18.5,33.4,58.3,156.1,2.29,16.1,6.26
Mpumalanga,Maize,Sandy,510.9,26.9,27.7,55.6,135.6,2.39,8.4,4.52
Free State,Sunflower,Sandy,738.7,22.0,41.4,48.1,87.9,3.48,77.9,1.33
KwaZulu-Natal,Maize,Sandy,570.8,22.1,35.5,177.3,292.1,2.29,43.0,6.76
Free State,Maize,Loam,603.7,21.6,32.6,181.1,212.7,2.6,58.7,6.79
North West,Sunflower,Sandy Loam,396.3,21.6,30.9,102.7,230.8,3.27,97.5,1.72
KwaZulu-Natal,Maize,Sandy,871.3,15.8,51.3,38.6,183.3,1.36,83.3,7.76
KwaZulu-Natal,Soybean,Clay,681.2,22.4,34.4,219.5,156.4,3.2,6.6,3.92
North West,Wheat,Loam,388.4,28.2,20.4,180.2,99.9,2.89,11.0,3.52
Limpopo,Maize,Loam,568.3,20.6,31.8,154.6,108.4,1.57,13.4,7.07
North West,Wheat,Sandy Loam,504.0,21.8,24.4,291.0,260.9,2.83,19.8,4.5
Free State,Soybean,Loam,617.7,23.4,40.2,280.4,244.1,1.42,46.0,4.75
Free State,Maize,Sandy Loam,484.8,21.7,28.2,174.6,191.0,2.11,37.5,6.16
Free State,Wheat,Sandy,328.7,20.7,20.6,29.0,166.4,3.54,9.9,2.02
KwaZulu-Natal,Sunflower,Loam,693.3,19.6,37.7,90.3,218.1,4.35,10.8,2.93
KwaZulu-Natal,Soybean,Sandy,537.0,20.9,26.5,244.5,180.3,2.82,23.2,3.33
Limpopo,Maize,Sandy Loam,757.8,25.1,39.1,174.8,251.6,4.92,15.0,7.54
Free State,Sunflower,Clay,712.1,23.4,37.9,277.4,58.4,1.32,5.9,2.4
Mpumalanga,Soybean,Sandy Loam,535.2,19.6,36.2,23.4,286.9,1.25,20.9,3.99
Limpopo,Wheat,Sandy Loam,770.9,22.5,44.0,129.1,198.6,3.1,33.1,4.51
North West,Maize,Clay,508.2,27.7,40.9,125.1,160.3,4.82,23.8,5.61
